Geo Point;Geo Shape;gml_id;id;id_troncon;annee_debut;annee_fin;nb_accident;nb_tue;nb_bh;nb_bnh;wms_time
48.06224259035126, -1.8092472254738214;"{""coordinates"": [-1.809247225473821, 48.06224259035126], ""type"": ""Point""}";accident_horsintersection_cumul5.4215;4215;13496;2016;2020;1;0;1;0;2020-01-01T01:00:00+01:00
48.096645969256784, -1.7593892306655292;"{""coordinates"": [-1.759389230665529, 48.096645969256784], ""type"": ""Point""}";accident_horsintersection_cumul5.4220;4220;15551;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.099350331963365, -1.7571142757419245;"{""coordinates"": [-1.757114275741924, 48.099350331963365], ""type"": ""Point""}";accident_horsintersection_cumul5.4227;4227;16967;2016;2020;1;1;0;0;2020-01-01T01:00:00+01:00
48.15025479353566, -1.728073405594507;"{""coordinates"": [-1.728073405594507, 48.15025479353566], ""type"": ""Point""}";accident_horsintersection_cumul5.4246;4246;20590;2016;2020;1;0;1;0;2020-01-01T01:00:00+01:00
48.174169004219095, -1.7220239969125228;"{""coordinates"": [-1.722023996912523, 48.174169004219095], ""type"": ""Point""}";accident_horsintersection_cumul5.4255;4255;22634;2016;2020;1;0;1;0;2020-01-01T01:00:00+01:00
48.21427873635397, -1.7742226459960353;"{""coordinates"": [-1.774222645996035, 48.21427873635397], ""type"": ""Point""}";accident_horsintersection_cumul5.4256;4256;23414;2016;2020;1;0;1;0;2020-01-01T01:00:00+01:00
48.14934660880184, -1.699425892075378;"{""coordinates"": [-1.699425892075378, 48.14934660880184], ""type"": ""Point""}";accident_horsintersection_cumul5.4266;4266;24179;2016;2020;2;0;0;3;2020-01-01T01:00:00+01:00
48.15375015834589, -1.7014554942045657;"{""coordinates"": [-1.701455494204566, 48.15375015834589], ""type"": ""Point""}";accident_horsintersection_cumul5.4267;4267;24182;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.16160003727646, -1.8553282155288582;"{""coordinates"": [-1.855328215528858, 48.16160003727646], ""type"": ""Point""}";accident_horsintersection_cumul5.4272;4272;25046;2016;2020;1;0;1;0;2020-01-01T01:00:00+01:00
48.16061852984183, -1.8501682105611879;"{""coordinates"": [-1.850168210561188, 48.16061852984183], ""type"": ""Point""}";accident_horsintersection_cumul5.4273;4273;25046;2016;2020;1;0;3;0;2020-01-01T01:00:00+01:00
48.12586277731655, -1.7426431700078777;"{""coordinates"": [-1.742643170007878, 48.12586277731655], ""type"": ""Point""}";accident_horsintersection_cumul5.4279;4279;26025;2016;2020;1;0;1;0;2020-01-01T01:00:00+01:00
48.10382804032584, -1.735808062220549;"{""coordinates"": [-1.735808062220549, 48.10382804032584], ""type"": ""Point""}";accident_horsintersection_cumul5.4280;4280;26030;2016;2020;1;0;0;2;2020-01-01T01:00:00+01:00
48.13847550480608, -1.8708183416147235;"{""coordinates"": [-1.870818341614723, 48.13847550480608], ""type"": ""Point""}";accident_horsintersection_cumul5.4286;4286;27120;2016;2020;1;0;1;1;2020-01-01T01:00:00+01:00
48.18121888574857, -1.6380558216219316;"{""coordinates"": [-1.638055821621932, 48.18121888574857], ""type"": ""Point""}";accident_horsintersection_cumul5.4290;4290;28720;2016;2020;1;0;1;0;2020-01-01T01:00:00+01:00
48.178757551794675, -1.6252259883350642;"{""coordinates"": [-1.625225988335064, 48.178757551794675], ""type"": ""Point""}";accident_horsintersection_cumul5.4294;4294;28888;2016;2020;1;0;1;0;2020-01-01T01:00:00+01:00
48.15688900335962, -1.6873211497249414;"{""coordinates"": [-1.687321149724941, 48.15688900335962], ""type"": ""Point""}";accident_horsintersection_cumul5.4309;4309;30414;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.18346422919606, -1.7201952150207998;"{""coordinates"": [-1.7201952150208, 48.18346422919606], ""type"": ""Point""}";accident_horsintersection_cumul5.4330;4330;31490;2016;2020;2;0;0;6;2020-01-01T01:00:00+01:00
48.13990403004322, -1.6944733527092246;"{""coordinates"": [-1.694473352709225, 48.13990403004322], ""type"": ""Point""}";accident_horsintersection_cumul5.4333;4333;31510;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.156146268419775, -1.703050249226509;"{""coordinates"": [-1.703050249226509, 48.156146268419775], ""type"": ""Point""}";accident_horsintersection_cumul5.4338;4338;31513;2016;2020;2;0;0;5;2020-01-01T01:00:00+01:00
48.139638312590755, -1.697344551609622;"{""coordinates"": [-1.697344551609622, 48.139638312590755], ""type"": ""Point""}";accident_horsintersection_cumul5.4348;4348;31553;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.139387953346315, -1.6953438765218376;"{""coordinates"": [-1.695343876521838, 48.139387953346315], ""type"": ""Point""}";accident_horsintersection_cumul5.4350;4350;31555;2016;2020;3;0;0;4;2020-01-01T01:00:00+01:00
48.13874180794048, -1.6953789901442857;"{""coordinates"": [-1.695378990144286, 48.13874180794048], ""type"": ""Point""}";accident_horsintersection_cumul5.4356;4356;31573;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.13725761404021, -1.6934613868043618;"{""coordinates"": [-1.693461386804362, 48.13725761404021], ""type"": ""Point""}";accident_horsintersection_cumul5.4357;4357;31581;2016;2020;2;0;0;2;2020-01-01T01:00:00+01:00
48.14417633383874, -1.6613271205551785;"{""coordinates"": [-1.661327120555179, 48.14417633383874], ""type"": ""Point""}";accident_horsintersection_cumul5.4358;4358;31672;2016;2020;2;0;0;4;2020-01-01T01:00:00+01:00
48.148186937891914, -1.6567040643975057;"{""coordinates"": [-1.656704064397506, 48.148186937891914], ""type"": ""Point""}";accident_horsintersection_cumul5.4359;4359;31717;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.144587585872856, -1.6566442724740211;"{""coordinates"": [-1.656644272474021, 48.144587585872856], ""type"": ""Point""}";accident_horsintersection_cumul5.4360;4360;31723;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.15278707676747, -1.6799981927333114;"{""coordinates"": [-1.679998192733311, 48.15278707676747], ""type"": ""Point""}";accident_horsintersection_cumul5.4367;4367;33014;2016;2020;1;0;0;2;2020-01-01T01:00:00+01:00
48.10666847967179, -1.6225850585908081;"{""coordinates"": [-1.622585058590808, 48.10666847967179], ""type"": ""Point""}";accident_horsintersection_cumul5.4377;4377;34861;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.107975587939634, -1.613275012146841;"{""coordinates"": [-1.613275012146841, 48.107975587939634], ""type"": ""Point""}";accident_horsintersection_cumul5.4379;4379;34895;2016;2020;2;0;0;2;2020-01-01T01:00:00+01:00
48.1086613644478, -1.5946207576004707;"{""coordinates"": [-1.594620757600471, 48.1086613644478], ""type"": ""Point""}";accident_horsintersection_cumul5.4390;4390;35086;2016;2020;1;0;0;2;2020-01-01T01:00:00+01:00
48.10594780198462, -1.6010809477015544;"{""coordinates"": [-1.601080947701554, 48.10594780198462], ""type"": ""Point""}";accident_horsintersection_cumul5.4391;4391;35086;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.108817771645136, -1.5938986118419565;"{""coordinates"": [-1.593898611841956, 48.108817771645136], ""type"": ""Point""}";accident_horsintersection_cumul5.4395;4395;35098;2016;2020;1;0;1;0;2020-01-01T01:00:00+01:00
48.105311636184084, -1.615349889201305;"{""coordinates"": [-1.615349889201305, 48.105311636184084], ""type"": ""Point""}";accident_horsintersection_cumul5.4397;4397;35103;2016;2020;1;0;0;2;2020-01-01T01:00:00+01:00
48.11055372103389, -1.585179351894393;"{""coordinates"": [-1.585179351894393, 48.11055372103389], ""type"": ""Point""}";accident_horsintersection_cumul5.4398;4398;35160;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.112685561855805, -1.6270014676061666;"{""coordinates"": [-1.627001467606167, 48.112685561855805], ""type"": ""Point""}";accident_horsintersection_cumul5.4407;4407;35853;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.13008813174161, -1.6281610398951172;"{""coordinates"": [-1.628161039895117, 48.13008813174161], ""type"": ""Point""}";accident_horsintersection_cumul5.4413;4413;36032;2016;2020;1;0;2;0;2020-01-01T01:00:00+01:00
48.12143354411586, -1.6028715447977548;"{""coordinates"": [-1.602871544797755, 48.12143354411586], ""type"": ""Point""}";accident_horsintersection_cumul5.4415;4415;36940;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.113414638569886, -1.6822989380956985;"{""coordinates"": [-1.682298938095699, 48.113414638569886], ""type"": ""Point""}";accident_horsintersection_cumul5.4548;4548;43504;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.12899349298693, -1.6189939564351146;"{""coordinates"": [-1.618993956435115, 48.12899349298693], ""type"": ""Point""}";accident_horsintersection_cumul5.4419;4419;37616;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.13434677953973, -1.630524330792634;"{""coordinates"": [-1.630524330792634, 48.13434677953973], ""type"": ""Point""}";accident_horsintersection_cumul5.4421;4421;37670;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.153994087600275, -1.6244251030407382;"{""coordinates"": [-1.624425103040738, 48.153994087600275], ""type"": ""Point""}";accident_horsintersection_cumul5.4424;4424;37729;2016;2020;8;0;0;11;2020-01-01T01:00:00+01:00
48.14857842256911, -1.612516584891494;"{""coordinates"": [-1.612516584891494, 48.14857842256911], ""type"": ""Point""}";accident_horsintersection_cumul5.4428;4428;37749;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.1506724684189, -1.599666669209419;"{""coordinates"": [-1.599666669209419, 48.1506724684189], ""type"": ""Point""}";accident_horsintersection_cumul5.4433;4433;37793;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.15078903085708, -1.6002164373514784;"{""coordinates"": [-1.600216437351478, 48.15078903085708], ""type"": ""Point""}";accident_horsintersection_cumul5.4437;4437;37816;2016;2020;2;0;0;2;2020-01-01T01:00:00+01:00
48.12728003588583, -1.5744953961338926;"{""coordinates"": [-1.574495396133893, 48.12728003588583], ""type"": ""Point""}";accident_horsintersection_cumul5.4446;4446;37948;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.11401889126974, -1.5548608481375714;"{""coordinates"": [-1.554860848137571, 48.11401889126974], ""type"": ""Point""}";accident_horsintersection_cumul5.4455;4455;37959;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.11672176874109, -1.5673870859430519;"{""coordinates"": [-1.567387085943052, 48.11672176874109], ""type"": ""Point""}";accident_horsintersection_cumul5.4463;4463;37991;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.145958855903, -1.5914068269157682;"{""coordinates"": [-1.591406826915768, 48.145958855903], ""type"": ""Point""}";accident_horsintersection_cumul5.4467;4467;38319;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.13708524358801, -1.5493201516794037;"{""coordinates"": [-1.549320151679404, 48.13708524358801], ""type"": ""Point""}";accident_horsintersection_cumul5.4471;4471;39656;2016;2020;1;0;1;0;2020-01-01T01:00:00+01:00
47.94420716823325, -1.6765226926793202;"{""coordinates"": [-1.67652269267932, 47.94420716823325], ""type"": ""Point""}";accident_horsintersection_cumul5.4483;4483;40523;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
47.9411853363523, -1.6759988572995175;"{""coordinates"": [-1.675998857299517, 47.9411853363523], ""type"": ""Point""}";accident_horsintersection_cumul5.4484;4484;40527;2016;2020;1;0;0;2;2020-01-01T01:00:00+01:00
48.09089703126422, -1.7058177503276066;"{""coordinates"": [-1.705817750327607, 48.09089703126422], ""type"": ""Point""}";accident_horsintersection_cumul5.4491;4491;41721;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.06494542171785, -1.7169565548485295;"{""coordinates"": [-1.716956554848529, 48.06494542171785], ""type"": ""Point""}";accident_horsintersection_cumul5.4513;4513;42379;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.061260268581954, -1.7326902424929889;"{""coordinates"": [-1.732690242492989, 48.061260268581954], ""type"": ""Point""}";accident_horsintersection_cumul5.4515;4515;42681;2016;2020;1;1;0;0;2020-01-01T01:00:00+01:00
48.068119375942686, -1.7135660269810897;"{""coordinates"": [-1.71356602698109, 48.068119375942686], ""type"": ""Point""}";accident_horsintersection_cumul5.4516;4516;42685;2016;2020;1;0;0;3;2020-01-01T01:00:00+01:00
48.084340320874524, -1.708965720690012;"{""coordinates"": [-1.708965720690012, 48.084340320874524], ""type"": ""Point""}";accident_horsintersection_cumul5.4519;4519;42867;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.12148405256045, -1.663357878096467;"{""coordinates"": [-1.663357878096467, 48.12148405256045], ""type"": ""Point""}";accident_horsintersection_cumul5.4520;4520;42940;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.121315135080835, -1.6865959162672772;"{""coordinates"": [-1.686595916267277, 48.121315135080835], ""type"": ""Point""}";accident_horsintersection_cumul5.4534;4534;43336;2016;2020;1;1;0;0;2020-01-01T01:00:00+01:00
48.12074924102426, -1.687095242751292;"{""coordinates"": [-1.687095242751292, 48.12074924102426], ""type"": ""Point""}";accident_horsintersection_cumul5.4535;4535;43339;2016;2020;1;0;1;1;2020-01-01T01:00:00+01:00
48.11652476230507, -1.6964333186615645;"{""coordinates"": [-1.696433318661565, 48.11652476230507], ""type"": ""Point""}";accident_horsintersection_cumul5.4539;4539;43429;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.11437636738545, -1.6874288447955454;"{""coordinates"": [-1.687428844795545, 48.11437636738545], ""type"": ""Point""}";accident_horsintersection_cumul5.4543;4543;43457;2016;2020;2;0;0;3;2020-01-01T01:00:00+01:00
48.1125274736925, -1.6851306790825444;"{""coordinates"": [-1.685130679082544, 48.1125274736925], ""type"": ""Point""}";accident_horsintersection_cumul5.4549;4549;43508;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.10891090424241, -1.6914208109285604;"{""coordinates"": [-1.69142081092856, 48.10891090424241], ""type"": ""Point""}";accident_horsintersection_cumul5.4557;4557;43612;2016;2020;2;0;0;2;2020-01-01T01:00:00+01:00
48.11383759448742, -1.687869359157308;"{""coordinates"": [-1.687869359157308, 48.11383759448742], ""type"": ""Point""}";accident_horsintersection_cumul5.4561;4561;43651;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.10983554737997, -1.683097881925574;"{""coordinates"": [-1.683097881925574, 48.10983554737997], ""type"": ""Point""}";accident_horsintersection_cumul5.4562;4562;43655;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.12397528808553, -1.6589007170067815;"{""coordinates"": [-1.658900717006782, 48.12397528808553], ""type"": ""Point""}";accident_horsintersection_cumul5.4582;4582;43828;2016;2020;2;0;1;3;2020-01-01T01:00:00+01:00
48.116396306816824, -1.6584755602555172;"{""coordinates"": [-1.658475560255517, 48.116396306816824], ""type"": ""Point""}";accident_horsintersection_cumul5.4583;4583;43871;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.117020582318645, -1.6556688161716357;"{""coordinates"": [-1.655668816171636, 48.117020582318645], ""type"": ""Point""}";accident_horsintersection_cumul5.4585;4585;43879;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.11518800548951, -1.707757965148123;"{""coordinates"": [-1.707757965148123, 48.11518800548951], ""type"": ""Point""}";accident_horsintersection_cumul5.4590;4590;44004;2016;2020;2;0;0;2;2020-01-01T01:00:00+01:00
48.10951723565818, -1.657133773281964;"{""coordinates"": [-1.657133773281964, 48.10951723565818], ""type"": ""Point""}";accident_horsintersection_cumul5.4595;4595;44094;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.10746834063177, -1.6512582046231583;"{""coordinates"": [-1.651258204623158, 48.10746834063177], ""type"": ""Point""}";accident_horsintersection_cumul5.4598;4598;44118;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.127941571704106, -1.6590825141462593;"{""coordinates"": [-1.659082514146259, 48.127941571704106], ""type"": ""Point""}";accident_horsintersection_cumul5.4604;4604;44259;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.115427288383586, -1.674307587986038;"{""coordinates"": [-1.674307587986038, 48.115427288383586], ""type"": ""Point""}";accident_horsintersection_cumul5.4610;4610;44397;2016;2020;2;0;0;2;2020-01-01T01:00:00+01:00
48.10781108564479, -1.680180069721214;"{""coordinates"": [-1.680180069721214, 48.10781108564479], ""type"": ""Point""}";accident_horsintersection_cumul5.4612;4612;44418;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.11175969933077, -1.6797751019809855;"{""coordinates"": [-1.679775101980985, 48.11175969933077], ""type"": ""Point""}";accident_horsintersection_cumul5.4618;4618;44449;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.1086670322437, -1.673776054802644;"{""coordinates"": [-1.673776054802644, 48.1086670322437], ""type"": ""Point""}";accident_horsintersection_cumul5.4626;4626;44510;2016;2020;2;0;1;1;2020-01-01T01:00:00+01:00
48.11600137683218, -1.6728384826342115;"{""coordinates"": [-1.672838482634212, 48.11600137683218], ""type"": ""Point""}";accident_horsintersection_cumul5.4628;4628;44541;2016;2020;1;0;1;1;2020-01-01T01:00:00+01:00
48.112869251974686, -1.6661763549655346;"{""coordinates"": [-1.666176354965535, 48.112869251974686], ""type"": ""Point""}";accident_horsintersection_cumul5.4631;4631;44554;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.11019143856186, -1.6626747283189292;"{""coordinates"": [-1.662674728318929, 48.11019143856186], ""type"": ""Point""}";accident_horsintersection_cumul5.4638;4638;44594;2016;2020;2;0;1;3;2020-01-01T01:00:00+01:00
48.11107706039483, -1.6658572423189522;"{""coordinates"": [-1.665857242318952, 48.11107706039483], ""type"": ""Point""}";accident_horsintersection_cumul5.4640;4640;44597;2016;2020;1;0;0;2;2020-01-01T01:00:00+01:00
48.12144562310884, -1.7123912448402365;"{""coordinates"": [-1.712391244840237, 48.12144562310884], ""type"": ""Point""}";accident_horsintersection_cumul5.4651;4651;44822;2016;2020;1;0;2;0;2020-01-01T01:00:00+01:00
48.119765216218546, -1.7082872849785;"{""coordinates"": [-1.7082872849785, 48.119765216218546], ""type"": ""Point""}";accident_horsintersection_cumul5.4653;4653;44844;2016;2020;2;0;1;1;2020-01-01T01:00:00+01:00
48.1162434479341, -1.721182117254538;"{""coordinates"": [-1.721182117254538, 48.1162434479341], ""type"": ""Point""}";accident_horsintersection_cumul5.4659;4659;44902;2016;2020;1;0;0;2;2020-01-01T01:00:00+01:00
48.10171790961691, -1.7289052956363804;"{""coordinates"": [-1.72890529563638, 48.10171790961691], ""type"": ""Point""}";accident_horsintersection_cumul5.4663;4663;44915;2016;2020;2;0;0;2;2020-01-01T01:00:00+01:00
48.12171777425898, -1.7195077361545275;"{""coordinates"": [-1.719507736154527, 48.12171777425898], ""type"": ""Point""}";accident_horsintersection_cumul5.4670;4670;44939;2016;2020;2;0;0;2;2020-01-01T01:00:00+01:00
48.11017169215402, -1.7183727407315317;"{""coordinates"": [-1.718372740731532, 48.11017169215402], ""type"": ""Point""}";accident_horsintersection_cumul5.4672;4672;44942;2016;2020;3;0;0;4;2020-01-01T01:00:00+01:00
48.12766848840568, -1.6841075157963012;"{""coordinates"": [-1.684107515796301, 48.12766848840568], ""type"": ""Point""}";accident_horsintersection_cumul5.4681;4681;45146;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.13043812200765, -1.7102012025824438;"{""coordinates"": [-1.710201202582444, 48.13043812200765], ""type"": ""Point""}";accident_horsintersection_cumul5.4685;4685;45246;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.124400358635526, -1.7142961605158378;"{""coordinates"": [-1.714296160515838, 48.124400358635526], ""type"": ""Point""}";accident_horsintersection_cumul5.4688;4688;45247;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.09874423728537, -1.644682603316163;"{""coordinates"": [-1.644682603316163, 48.09874423728537], ""type"": ""Point""}";accident_horsintersection_cumul5.4698;4698;45489;2016;2020;2;0;0;2;2020-01-01T01:00:00+01:00
48.10059701237643, -1.6282400806665784;"{""coordinates"": [-1.628240080666578, 48.10059701237643], ""type"": ""Point""}";accident_horsintersection_cumul5.4705;4705;45583;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.09581007585631, -1.7117730652910808;"{""coordinates"": [-1.711773065291081, 48.09581007585631], ""type"": ""Point""}";accident_horsintersection_cumul5.4718;4718;45725;2016;2020;1;0;0;2;2020-01-01T01:00:00+01:00
48.100609351978825, -1.6944812470925172;"{""coordinates"": [-1.694481247092517, 48.100609351978825], ""type"": ""Point""}";accident_horsintersection_cumul5.4726;4726;45864;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.09921921540371, -1.6787239500347602;"{""coordinates"": [-1.67872395003476, 48.09921921540371], ""type"": ""Point""}";accident_horsintersection_cumul5.4727;4727;45924;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.098866801976236, -1.6755681351152676;"{""coordinates"": [-1.675568135115268, 48.098866801976236], ""type"": ""Point""}";accident_horsintersection_cumul5.4731;4731;45984;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.101525746573195, -1.6714918542911255;"{""coordinates"": [-1.671491854291125, 48.101525746573195], ""type"": ""Point""}";accident_horsintersection_cumul5.4735;4735;46020;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.09073535668725, -1.6450691518572844;"{""coordinates"": [-1.645069151857284, 48.09073535668725], ""type"": ""Point""}";accident_horsintersection_cumul5.4745;4745;46163;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.08078953490486, -1.6725607257775723;"{""coordinates"": [-1.672560725777572, 48.08078953490486], ""type"": ""Point""}";accident_horsintersection_cumul5.4804;4804;47059;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.084866806689625, -1.6992584304626017;"{""coordinates"": [-1.699258430462602, 48.084866806689625], ""type"": ""Point""}";accident_horsintersection_cumul5.4752;4752;46267;2016;2020;2;0;0;2;2020-01-01T01:00:00+01:00
48.090209025914305, -1.6902497122567939;"{""coordinates"": [-1.690249712256794, 48.090209025914305], ""type"": ""Point""}";accident_horsintersection_cumul5.4763;4763;46451;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.094294217905606, -1.6774170870324956;"{""coordinates"": [-1.677417087032496, 48.094294217905606], ""type"": ""Point""}";accident_horsintersection_cumul5.4765;4765;46490;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.09153127316081, -1.6646111584662584;"{""coordinates"": [-1.664611158466258, 48.09153127316081], ""type"": ""Point""}";accident_horsintersection_cumul5.4773;4773;46643;2016;2020;1;0;0;2;2020-01-01T01:00:00+01:00
48.091508407487645, -1.6656766809047483;"{""coordinates"": [-1.665676680904748, 48.091508407487645], ""type"": ""Point""}";accident_horsintersection_cumul5.4774;4774;46649;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.09367958907379, -1.633143633387781;"{""coordinates"": [-1.633143633387781, 48.09367958907379], ""type"": ""Point""}";accident_horsintersection_cumul5.4787;4787;46746;2016;2020;3;0;0;4;2020-01-01T01:00:00+01:00
48.1385710474856, -1.6577156391661863;"{""coordinates"": [-1.657715639166186, 48.1385710474856], ""type"": ""Point""}";accident_horsintersection_cumul5.4793;4793;46924;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.08104651142557, -1.6677559884535937;"{""coordinates"": [-1.667755988453594, 48.08104651142557], ""type"": ""Point""}";accident_horsintersection_cumul5.4807;4807;47061;2016;2020;2;0;0;2;2020-01-01T01:00:00+01:00
48.081210428298654, -1.6630410693729103;"{""coordinates"": [-1.66304106937291, 48.081210428298654], ""type"": ""Point""}";accident_horsintersection_cumul5.4809;4809;47061;2016;2020;2;0;0;3;2020-01-01T01:00:00+01:00
48.08108179182843, -1.67786369879073;"{""coordinates"": [-1.67786369879073, 48.08108179182843], ""type"": ""Point""}";accident_horsintersection_cumul5.4819;4819;47110;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.08072623554936, -1.6747683307079153;"{""coordinates"": [-1.674768330707915, 48.08072623554936], ""type"": ""Point""}";accident_horsintersection_cumul5.4821;4821;47111;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.08207616479406, -1.6453194218322305;"{""coordinates"": [-1.64531942183223, 48.08207616479406], ""type"": ""Point""}";accident_horsintersection_cumul5.4831;4831;47300;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.08330707846905, -1.6431669426726752;"{""coordinates"": [-1.643166942672675, 48.08330707846905], ""type"": ""Point""}";accident_horsintersection_cumul5.4832;4832;47306;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.142340705457755, -1.6553622780875021;"{""coordinates"": [-1.655362278087502, 48.142340705457755], ""type"": ""Point""}";accident_horsintersection_cumul5.4834;4834;47410;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.14225863694839, -1.6574192672502328;"{""coordinates"": [-1.657419267250233, 48.14225863694839], ""type"": ""Point""}";accident_horsintersection_cumul5.4835;4835;47410;2016;2020;1;1;0;3;2020-01-01T01:00:00+01:00
48.14188331757132, -1.6622325189184162;"{""coordinates"": [-1.662232518918416, 48.14188331757132], ""type"": ""Point""}";accident_horsintersection_cumul5.4836;4836;47411;2016;2020;2;0;0;3;2020-01-01T01:00:00+01:00
48.140339167841525, -1.636362336151645;"{""coordinates"": [-1.636362336151645, 48.140339167841525], ""type"": ""Point""}";accident_horsintersection_cumul5.4841;4841;47480;2016;2020;1;0;0;3;2020-01-01T01:00:00+01:00
48.141765899529986, -1.644458844620239;"{""coordinates"": [-1.644458844620239, 48.141765899529986], ""type"": ""Point""}";accident_horsintersection_cumul5.4845;4845;47481;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.09988367982509, -1.7066991403003047;"{""coordinates"": [-1.706699140300305, 48.09988367982509], ""type"": ""Point""}";accident_horsintersection_cumul5.4878;4878;50457;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.087572338473095, -1.6541963633483563;"{""coordinates"": [-1.654196363348356, 48.087572338473095], ""type"": ""Point""}";accident_horsintersection_cumul5.4895;4895;51863;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.08965566357855, -1.6516419240910118;"{""coordinates"": [-1.651641924091012, 48.08965566357855], ""type"": ""Point""}";accident_horsintersection_cumul5.4896;4896;51948;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.122345025368865, -1.6571417108967474;"{""coordinates"": [-1.657141710896747, 48.122345025368865], ""type"": ""Point""}";accident_horsintersection_cumul5.4897;4897;52068;2016;2020;2;0;0;2;2020-01-01T01:00:00+01:00
48.12649535930701, -1.6704290234128572;"{""coordinates"": [-1.670429023412857, 48.12649535930701], ""type"": ""Point""}";accident_horsintersection_cumul5.4906;4906;53142;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.12197867070041, -1.7136215395088932;"{""coordinates"": [-1.713621539508893, 48.12197867070041], ""type"": ""Point""}";accident_horsintersection_cumul5.4909;4909;53314;2016;2020;1;0;0;1;2020-01-01T01:00:00+01:00
48.13173238799553, -1.708691699279893;"{""coordinates"": [-1.708691699279893, 48.13173238799553], ""type"": ""Point""}";accident_horsintersection_cumul5.4915;4915;53427;2016;2020;2;0;1;1;2020-01-01T01:00:00+01:00
48.133258567803395, -1.7072693696993986;"{""coordinates"": [-1.707269369699399, 48.133258567803395], ""type"": ""Point""}";accident_horsintersection_cumul5.4916;4916;53427;2016;2020;2;0;0;2;2020-01-01T01:00:00+01:00
