Geo Point;Geo Shape;gml_id;id_rva_fcd_avt_20230328;denomination;sens_circul;freeflowtime;type;id_troncon;length;thresholds
48.0905238642365, -1.6742575661089798;"{""coordinates"": [[[-1.674259999997697, 48.09039000039569], [-1.674255132220263, 48.09065772807732]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2018;2018;Avenue Henri Fréville;Dans le sens inverse de numérisation;8;Avenue;65283;29.7714072949367;20_40
48.09272621464417, -1.6252225990398481;"{""coordinates"": [[[-1.626960000005734, 48.09163000000058], [-1.626909999996943, 48.09163999999983], [-1.626840000000163, 48.09167000000197], [-1.626520000001036, 48.09188000000264], [-1.626199999995192, 48.092090000000255], [-1.625350000005377, 48.092639999998205], [-1.624559999995615, 48.09316000000192], [-1.624120000002007, 48.09344000000433], [-1.623960000003575, 48.09356999999938], [-1.623489235180523, 48.09383383522137]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2020;2020;Route nationale 136;Dans le sens de numérisation;16;Route nationale;65682;357.005405844077;30_50
48.054382304818205, -1.7315289866709633;"{""coordinates"": [[[-1.729289470831416, 48.053984408423354], [-1.730950000003231, 48.05428000000101], [-1.731259999998169, 48.05433999999684], [-1.731690000003558, 48.05442000000061], [-1.732000000002627, 48.05446999999602], [-1.732059999996573, 48.05447999999852], [-1.733199999994343, 48.05467999999607], [-1.733700000004942, 48.054740000004095], [-1.73377374884416, 48.05474283649346]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2024;2024;Route départementale 34;Dans les 2 sens;17;Route départemental;6614_G;344.991406126411;30_50
48.054657952629356, -1.73482997887809;"{""coordinates"": [[[-1.73377374884416, 48.05474283649346], [-1.733959999995156, 48.054749999998336], [-1.734069999994535, 48.05475000000229], [-1.734210000001749, 48.05474999999571], [-1.73446000000269, 48.054730000002], [-1.734689999997058, 48.05470999999879], [-1.734959999995008, 48.05467000000371], [-1.735180000000603, 48.054629999996855], [-1.735480000005535, 48.05456000000213], [-1.735869999998389, 48.054449999995775]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2026;2026;Route départementale 34;Dans les 2 sens;7;Route départemental;6615_G;161.428535318604;30_50
48.05504097739054, -1.7374373374119556;"{""coordinates"": [[[-1.738380000002005, 48.05558999999737], [-1.738099999997833, 48.05541999999967], [-1.73746999999949, 48.05505999999655], [-1.737309999995882, 48.05495999999748], [-1.736980000002995, 48.0547799999987], [-1.736489999997394, 48.054500000000665]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2037;2037;Route départementale 34;Dans le sens de numérisation;8;Route départemental;6644;185.883593208161;30_50
48.13283695911525, -1.6214064814694922;"{""coordinates"": [[[-1.622269999999225, 48.134469999997314], [-1.622079999994065, 48.13429999999583], [-1.621979999994576, 48.13420000000352], [-1.621840000005543, 48.13404000000043], [-1.621599999996558, 48.13372000000105], [-1.621390000000316, 48.13336999999866], [-1.621250000000129, 48.13300999999687], [-1.621159999996336, 48.13266999999896], [-1.621129999993844, 48.13230000000202], [-1.621140000002104, 48.13155000000287], [-1.62114999999398, 48.131250000003774], [-1.621150000004366, 48.130979999995745]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2056;2056;Boulevard des Alliés;Dans les 2 sens;29;Boulevard;67223_G;407.105634188839;20_40
48.09265405085201, -1.6300935566987984;"{""coordinates"": [[[-1.6288199999953, 48.09221000000101], [-1.628939999993329, 48.09224999999777], [-1.629060000000886, 48.092290000002315], [-1.629209999997475, 48.09233999999807], [-1.629330000004353, 48.09237999999853], [-1.629429999994831, 48.092420000000786], [-1.629659999994636, 48.0925], [-1.62994000000033, 48.09261000000423], [-1.630430000002986, 48.09277999999869], [-1.630769999996808, 48.0928900000041], [-1.631050000000824, 48.09298000000271], [-1.631370000006158, 48.09309000000298]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2058;2058;Rue de Châteaugiron;Dans les 2 sens;15;Rue;67229_G;213.7507379029;20_40
48.13456056984168, -1.6279841803721047;"{""coordinates"": [[[-1.628060000004037, 48.13456999999826], [-1.628039999998328, 48.134549999998434], [-1.627999999997358, 48.13454000000433], [-1.627960000003108, 48.13454999999986], [-1.627939999998232, 48.13456999999907], [-1.627929999999894, 48.1345899999982], [-1.627940000005402, 48.13461000000409]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2067;2067;Rond-point;Dans le sens de numérisation;2;Rond-point;67816;16.3986500595105;20_40
48.10909071459775, -1.709240148874464;"{""coordinates"": [[[-1.708300000001665, 48.10928000000179], [-1.709239999993996, 48.10909000000291], [-1.709699999996541, 48.109000000001245], [-1.710179999999394, 48.10890000000274]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2074;2074;Rue de Lorient;Dans le sens de numérisation;14;Rue;67829;146.239627403368;20_40
48.08732992024533, -1.6743718254602324;"{""coordinates"": [[[-1.674399999994459, 48.08674000000035], [-1.674390000000371, 48.08700000000374], [-1.674380000003333, 48.087109999997146], [-1.674369999999381, 48.08722999999891], [-1.674359999995541, 48.087429999997376], [-1.6743599999971, 48.087639999996256], [-1.674359999999223, 48.087780000002574], [-1.674350000003303, 48.08792000000207]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2082;2082;Avenue Henri Fréville;Dans le sens inverse de numérisation;9;Avenue;69673;131.289923726272;20_40
48.10869551459104, -1.698873516776668;"{""coordinates"": [[[-1.698627033554537, 48.10878102917921], [-1.699119999998799, 48.10861000000287]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2086;2086;Rue de Lorient;Dans les 2 sens;6;Rue;71455_D;41.3437948052328;20_40
48.13860272914019, -1.694396989730886;"{""coordinates"": [[[-1.693740000004018, 48.13796999999954], [-1.694019999993608, 48.13821999999951], [-1.694370000003528, 48.13856999999858], [-1.694650000003647, 48.13884999999619], [-1.69475000000628, 48.138960000001326], [-1.695039999997135, 48.139250000001084]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2100;2100;Echangeur des Trois Epines;Dans le sens de numérisation;9;Echangeur;72428;172.157622116387;20_40
48.089430041339234, -1.6749017373330324;"{""coordinates"": [[[-1.674880000005258, 48.08989], [-1.674919999994668, 48.08904999999825], [-1.674920000006183, 48.08896999999522]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2103;2103;Avenue Henri Fréville;Dans le sens de numérisation;7;Avenue;72621;102.344219020633;20_40
48.10886551459333, -1.6983835167592938;"{""coordinates"": [[[-1.69862703351514, 48.108781029189835], [-1.698140000003447, 48.108949999996824]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2110;2110;Rue de Lorient;Dans les 2 sens;6;Rue;73753_G;40.8461093711914;20_40
48.10914210585241, -1.697560155413584;"{""coordinates"": [[[-1.697669999998774, 48.109140000003045], [-1.697590000002546, 48.10912999999732], [-1.697510000001527, 48.1091399999962], [-1.697459999997745, 48.10918000000068]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2115;2115;Rond-point;Dans le sens de numérisation;1;Rond-point;73761;17.9210973304085;20_40
48.11961307967366, -1.7202745063515943;"{""coordinates"": [[[-1.721470317334013, 48.11995151923687], [-1.720870000001868, 48.119779999999004], [-1.720520000005661, 48.11968000000341], [-1.720190000003365, 48.11958999999701], [-1.72004000000378, 48.119549999999684], [-1.719170000003264, 48.119300000001424], [-1.719078753007238, 48.11927445084165]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2135;2135;Rue de Saint-Brieuc;Dans le sens de numérisation;12;Rue;75810;193.32647450239;20_40
48.119569685771545, -1.7196972812584548;"{""coordinates"": [[[-1.718905005377145, 48.119347767447735], [-1.719130000002857, 48.11940999999847], [-1.720050000000405, 48.119669999996255], [-1.720199999995247, 48.119710000003394], [-1.720489999196902, 48.11978999977569]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2136;2136;Rue de Saint-Brieuc;Dans le sens de numérisation;8;Rue;75811;127.844912836746;20_40
48.111809021788574, -1.718506875751101;"{""coordinates"": [[[-1.718576571012435, 48.11209978777484], [-1.718510000001512, 48.11182999999954], [-1.718440548053284, 48.11151746626252]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2139;2139;Route nationale 136;Dans le sens de numérisation;11;Route nationale;75814;65.539314389497;30_50
48.101728667057586, -1.7170335540714736;"{""coordinates"": [[[-1.717740000004233, 48.10160999999866], [-1.717500000005513, 48.10162999999978], [-1.717289999997332, 48.101660000000805], [-1.717129999994617, 48.10169000000305], [-1.717010000003581, 48.10172000000153], [-1.716949999996063, 48.101730000003684], [-1.716729999993436, 48.10179000000039], [-1.716520000004183, 48.10184999999582], [-1.71634000000234, 48.101909999999016]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2143;2143;Rue Jules Vallès;Dans les 2 sens;8;Rue;75818_G;110.194001677941;20_40
48.10203496289361, -1.7160236985121;"{""coordinates"": [[[-1.715707798279118, 48.102160906594214], [-1.715880000003398, 48.10209000000233], [-1.716009999997104, 48.102040000000756], [-1.716089999995203, 48.10201000000017], [-1.71634000000234, 48.101909999999016]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2144;2144;Rue Jules Vallès;Dans les 2 sens;5;Rue;75819_D;54.7351124948153;20_40
48.10203554852823, -1.7160222298067858;"{""coordinates"": [[[-1.71634000000234, 48.101909999999016], [-1.716089999995203, 48.10201000000017], [-1.716009999997104, 48.102040000000756], [-1.715880000003398, 48.10209000000233], [-1.715704873938534, 48.102162110733715]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2145;2145;Rue Jules Vallès;Dans les 2 sens;5;Rue;75819_G;54.9907741923812;20_40
48.08968404429669, -1.7042745978144658;"{""coordinates"": [[[-1.704788901998241, 48.090081058853606], [-1.704219999994698, 48.0896399999991], [-1.703758243974656, 48.089289702330525]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2149;2149;Rocade Ouest;Dans le sens de numérisation;9;Rocade;75823;116.782804344914;30_50
48.08882180547617, -1.7033037302519654;"{""coordinates"": [[[-1.703954224030484, 48.08920912746685], [-1.703780000003741, 48.08910999999605], [-1.703109999999436, 48.088699999997004], [-1.702650000002182, 48.08844000000152]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2150;2150;Route nationale 136;Dans le sens de numérisation;10;Route nationale;75824;129.461509838371;30_50
48.088866471584005, -1.7032026685880939;"{""coordinates"": [[[-1.703757982736061, 48.0892895041479], [-1.703639999997408, 48.089200000002], [-1.703059999996311, 48.08875999999719], [-1.702829999994346, 48.08858000000014], [-1.702650000002182, 48.08844000000152]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2151;2151;Rocade Ouest;Dans le sens de numérisation;14;Rocade;75825;125.443917672887;30_50
48.0827508040031, -1.6748604749999059;"{""coordinates"": [[[-1.674909999994102, 48.082110000001386], [-1.674879999993984, 48.08246999999904], [-1.67484999999869, 48.08274000000231], [-1.674849999993701, 48.082849999997336], [-1.674840000000714, 48.083120000002545], [-1.674830000005985, 48.083220000003024], [-1.674823615314204, 48.083392386544666]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2163;2163;Passage Henri Fréville;Dans le sens inverse de numérisation;8;Passage;75841;142.776565653154;20_40
48.083507875593064, -1.642653829940554;"{""coordinates"": [[[-1.642269531133226, 48.08324116064562], [-1.642390000005094, 48.083310000003806], [-1.642550000000575, 48.08340999999699], [-1.642640000002086, 48.08347], [-1.642709999998871, 48.083530000001545], [-1.64279000000081, 48.083600000000374], [-1.642880000006616, 48.08369000000404], [-1.642959999996544, 48.083779999998946], [-1.642989999995344, 48.083830000003594]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2166;2166;Route départementale 173;Dans le sens de numérisation;13;Route départemental;75846;85.5143115840505;20_40
48.09175449825373, -1.6273151750514863;"{""coordinates"": [[[-1.626960000005734, 48.09163000000058], [-1.627129999996653, 48.09169000000116], [-1.627220000001076, 48.091719999999185], [-1.627390000006007, 48.09177999999854], [-1.627500000001107, 48.091820000003814], [-1.6276699999982, 48.09188000000242]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2168;2168;Route départementale 463;Dans le sens inverse de numérisation;4;Route départemental;75848;59.7528528802305;20_40
48.14196551939322, -1.6622580182097444;"{""coordinates"": [[[-1.662274967459343, 48.14174382321072], [-1.662249999997447, 48.14180000000331], [-1.662230000003271, 48.14187000000366], [-1.66225000000186, 48.14202000000342], [-1.662279999997957, 48.14212000000268], [-1.662318847858898, 48.14218215656651]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2181;2181;Porte de Maurepas;Dans le sens de numérisation;7;Porte;75862;50.0196850448683;20_40
48.14162158754187, -1.6638234816968542;"{""coordinates"": [[[-1.663890000189005, 48.14170000038745], [-1.663890000005708, 48.14169999999842], [-1.663810000004348, 48.14159999999694], [-1.663749999997603, 48.14155000000202]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2183;2183;Porte de Maurepas;Dans le sens de numérisation;7;Porte;75864;19.7437387200698;20_40
48.14028798491803, -1.6944918618150837;"{""coordinates"": [[[-1.692883892605802, 48.14054405003527], [-1.693230000006447, 48.140500000001225], [-1.693600000005718, 48.1404500000039], [-1.693700000002893, 48.14042999999554], [-1.695100000002132, 48.14019000000169], [-1.695349999994702, 48.14014000000213], [-1.695659999995352, 48.14008000000417], [-1.695740000001877, 48.140070000003824], [-1.695960000004036, 48.14002000000073], [-1.696091584958189, 48.13998616386924]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2185;2185;Route nationale 136;Dans le sens de numérisation;11;Route nationale;75866;246.908223061875;30_50
48.140840799671736, -1.688294616576304;"{""coordinates"": [[[-1.687549219724007, 48.14087124364637], [-1.687579999996671, 48.140869999996966], [-1.68783999999798, 48.14085999999586], [-1.688309999994264, 48.14084000000224], [-1.689039999671748, 48.14081000000903]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2187;2187;Rocade Nord;Dans le sens de numérisation;9;Rocade;75868;111.155869057862;30_50
48.139665135987926, -1.6950606401590824;"{""coordinates"": [[[-1.693862001622565, 48.13945171220108], [-1.693910000002778, 48.13938999999731], [-1.694000000002866, 48.139310000001615], [-1.694120000002413, 48.13925000000373], [-1.694249999995404, 48.139209999996154], [-1.694379999994719, 48.139180000003705], [-1.694509999998842, 48.13918000000374], [-1.694649999996473, 48.13922000000424], [-1.694780000001362, 48.1392700000044], [-1.694900000000297, 48.13933999999841], [-1.695019999994558, 48.139420000000975], [-1.695130000004111, 48.13951000000296], [-1.69536, 48.139740000000984], [-1.695530000006483, 48.13992999999896], [-1.695549999996182, 48.139949999998194], [-1.695659999995352, 48.14008000000417], [-1.695739999993157, 48.14015999999682], [-1.696114145137558, 48.140572519005225]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2190;2190;Porte de Saint-Malo;Dans le sens de numérisation;30;Porte;75871;259.49732226401;20_40
48.12111984317155, -1.7211641640987185;"{""coordinates"": [[[-1.720306465147481, 48.12104179587736], [-1.720479999995263, 48.12109], [-1.720670000005617, 48.12114000000408], [-1.720860000001488, 48.12116999999783], [-1.721059999993504, 48.12118000000172], [-1.721249999999731, 48.12117000000249], [-1.721450000004481, 48.121149999997265], [-1.72164999999668, 48.12110000000198], [-1.722020000001371, 48.12100000000022]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2197;2197;Porte de Brest;Dans le sens de numérisation;12;Porte;75876;133.496396627713;20_40
48.104722198987474, -1.71688580149871;"{""coordinates"": [[[-1.716966444798366, 48.10503577922099], [-1.716879999999821, 48.10469000000124], [-1.71680000000477, 48.104410000002076]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2205;2205;Route nationale 136;Dans le sens de numérisation;3;Route nationale;75885;70.6820835619534;30_50
48.101622261807876, -1.684407153090652;"{""coordinates"": [[[-1.684559999996183, 48.101470000002074], [-1.684460000006457, 48.10155000000267], [-1.684369999997842, 48.101630000000306], [-1.684329999993444, 48.10168999999866], [-1.684319999994942, 48.101749999999775], [-1.684330000002906, 48.10180999999569]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2209;2209;Rue de Nantes;Dans le sens inverse de numérisation;3;Rue;75901;43.4723090807428;20_40
48.04474107068053, -1.6084852842973636;"{""coordinates"": [[[-1.608200000001322, 48.04481000000141], [-1.608309999998603, 48.0447799999984], [-1.608629999995352, 48.04471000000405], [-1.60876999999714, 48.04466999999855]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2217;2217;Seiche;Dans les 2 sens;2;Lieu-dit;791_D;45.2975400751372;30_50
