Geo Point;Geo Shape;gml_id;id;id_evt;commune;quartier;localisation;commentaire;date_deb;date_fin;type;interlocuteur;libelle;niv_perturbation;date_maj
48.29694920329281, -1.9471622417452517;"{""coordinates"": [[[-1.946849963145856, 48.29750169131646], [-1.946931153127246, 48.297664238974164]], [[-1.947148761696045, 48.297018050271255], [-1.9473743465217, 48.29694783239311]], [[-1.947438682000597, 48.297457390896795], [-1.947501543444969, 48.29731645647331], [-1.947508684677197, 48.2971815566734]], [[-1.946971037661572, 48.29652077932715], [-1.946858292498988, 48.2965310322198], [-1.94678406875954, 48.296575759371905], [-1.946742206531503, 48.29661909907281], [-1.946621907845203, 48.296671161947984]], [[-1.946590326912161, 48.297059672256964], [-1.946719521138331, 48.29727004251503], [-1.946849963145856, 48.29750169131646]], [[-1.947508684677197, 48.2971815566734], [-1.947512644456082, 48.29688942103197]], [[-1.9473743465217, 48.29694783239311], [-1.947512644456082, 48.29688942103197]], [[-1.947407293843783, 48.296572310151284], [-1.947499201350267, 48.296204416596346], [-1.947549430690435, 48.296127202770236], [-1.947669618153093, 48.29603901679256], [-1.94770267226895, 48.296018906947026], [-1.947716949571455, 48.296007264539035], [-1.947717530268612, 48.29599419339657]], [[-1.946931153127246, 48.297664238974164], [-1.94720469779283, 48.29758025929158], [-1.947388108101168, 48.29751640005459], [-1.947438682000597, 48.297457390896795]], [[-1.947512644456082, 48.29688942103197], [-1.947512367986697, 48.29671783468018], [-1.947407293843783, 48.296572310151284]], [[-1.946621907845203, 48.296671161947984], [-1.946324168550109, 48.29679357421231]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1940;220;75507;35022 - Bécherel;;20 Résidence de la Croix Robert;MESURE DVPNO - MJC + OR;2025-06-09T02:00:00+02:00;2025-06-20T02:00:00+02:00;MESURE DVPNO - MJC + OR;;;Impact nul;2025-06-10T20:20:06+02:00
48.10118900318915, -1.6553904027368311;"{""coordinates"": [[[-1.655609207936983, 48.10077696294845], [-1.655171597536679, 48.10160104342985]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-193d;348;75407;35238 - Rennes;7 - La Pommeraie;Rue Michel Colomb, de la Rue André Pailheret jusqu'à la Rue de Châteaugiron;Interdiction de stationnement;2025-06-17T02:00:00+02:00;2025-06-30T02:00:00+02:00;Interdiction de stationnement;;sur réseaux ou ouvrages de gaz;Impact nul;2025-06-04T20:20:42+02:00
48.110759116955066, -1.6603944377101412;"{""coordinates"": [[[-1.660436009962499, 48.110747993331636], [-1.660352865457784, 48.11077024057848]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-193a;329;75524;35238 - Rennes;2 - Thabor / Saint-Hélier / Alphonse Guérin / Baud-Chardonnet;à l'intersection du Boulevard Jeanne d'Arc et de la Rue Jean Malo-Renault;Mise en impasse;2025-06-16T02:00:00+02:00;2025-07-17T02:00:00+02:00;Mise en impasse;;sur réseaux ou ouvrages de transport ou distribution de chaleur;Impact nul;2025-06-11T20:20:02+02:00
48.08973894552244, -1.6175582926897483;"{""coordinates"": [[[-1.618016468750967, 48.089716314784134], [-1.617100116628529, 48.08976157626074]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1939;354;75680;35055 - Chantepie;;du 7 Avenue de la Grotte;Interdiction de stationnement;2025-06-18T02:00:00+02:00;2025-06-20T02:00:00+02:00;Interdiction de stationnement;;de dépose de bordures;Impact nul;2025-06-17T20:19:53+02:00
48.12365128690532, -1.65183892979147;"{""coordinates"": [[[-1.651455767726983, 48.12362168707805], [-1.651635399241938, 48.123609523285715], [-1.652220226892865, 48.12371467348997]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1935;27;72122;35238 - Rennes;6 - Jeanne d'Arc / Longs Champs / Beaulieu;Rue Bourde de la Rogerie, du Boulevard de Vitré jusqu'au 10;Rétrécissement temporaire de largeur de voie;2024-10-17T02:00:00+02:00;2025-10-18T02:00:00+02:00;Rétrécissement temporaire de largeur de voie;;d'installation de chantier;Impact nul;2024-10-17T20:14:14+02:00
48.10493107431924, -1.7430100100883323;"{""coordinates"": [[[-1.735225435288265, 48.105231396145264], [-1.735631062213483, 48.10512106034762], [-1.736132507605877, 48.10501002511119], [-1.736352058813412, 48.104974528707395]], [[-1.741057205250886, 48.10492911612254], [-1.742038114980656, 48.10495342759843], [-1.742833450023906, 48.104966110910276], [-1.74358457589531, 48.10498277469126], [-1.744473443268704, 48.1050127889951], [-1.745219827745449, 48.10503185459484], [-1.745972064819421, 48.10504843897915], [-1.74716348055188, 48.10507989979725], [-1.747736601054744, 48.105083206885205], [-1.748111230180577, 48.10507024273224], [-1.748403866423418, 48.105031557609806], [-1.748799361134139, 48.104959810356426], [-1.748937939901338, 48.104920413569715]], [[-1.740107157986285, 48.104907377061274], [-1.741057205250886, 48.10492911612254]], [[-1.740107157986285, 48.104907377061274], [-1.740108994553319, 48.1047922166255]], [[-1.749151369552542, 48.104937911629676], [-1.748839623963374, 48.10502401054861], [-1.748542155843837, 48.10508349522235], [-1.748302288536953, 48.10511818092365], [-1.74802975529016, 48.10514241588668], [-1.74782840496984, 48.10515545164425], [-1.747636499269166, 48.10515629677106], [-1.747232847651741, 48.10515290746957], [-1.74616293538412, 48.10512510723184], [-1.745583779446346, 48.10511208167397], [-1.745480201960485, 48.10524851660677]], [[-1.748664223157985, 48.10483457050714], [-1.74832912878221, 48.10490276469963], [-1.74794169460554, 48.1049542301073], [-1.747639189173273, 48.104975588374494], [-1.747197672897612, 48.104975217117236], [-1.746479007158525, 48.104951695676355], [-1.745334710804896, 48.10492079440705], [-1.744299868905077, 48.10489697407395], [-1.743285382763632, 48.104871682841846]], [[-1.737983643794572, 48.10486980871626], [-1.738873448160354, 48.10488307652359], [-1.739811246937944, 48.10490060438941]], [[-1.74139592752955, 48.10482210784101], [-1.74075274985432, 48.10480937421968], [-1.740108994553319, 48.1047922166255]], [[-1.743285382763632, 48.104871682841846], [-1.743060946268556, 48.10486608588344], [-1.742008537465358, 48.104839837500414], [-1.74139592752955, 48.10482210784101]], [[-1.736352058813412, 48.104974528707395], [-1.73697540786054, 48.10491135665375], [-1.737483469712749, 48.10487601419356], [-1.737983643794572, 48.10486980871626]], [[-1.734787848064181, 48.10523800988369], [-1.735008974849795, 48.105166492172536], [-1.735411394906216, 48.105047445664816], [-1.735914080017659, 48.10493195203767], [-1.736309927634473, 48.10485722951462]], [[-1.739811246937944, 48.10490060438941], [-1.740107157986285, 48.104907377061274]], [[-1.740108994553319, 48.1047922166255], [-1.739806441183871, 48.10478415162242]], [[-1.739806441183871, 48.10478415162242], [-1.739085195796214, 48.104768448361995], [-1.738270047704295, 48.10475069504392], [-1.737573674732273, 48.10475139025764], [-1.737220900929989, 48.10476592733787], [-1.736905983610575, 48.104784826559296], [-1.736309927634473, 48.10485722951462]], [[-1.748621451889947, 48.10477997445598], [-1.748487215785203, 48.10482103159667], [-1.748326007451757, 48.10485419225141], [-1.748206928242055, 48.10487322577772], [-1.748057440600353, 48.104888905813546], [-1.747916762865429, 48.1049022059878], [-1.747778015484323, 48.10491312118677], [-1.747577138312153, 48.104917096005195], [-1.747398675485593, 48.1049169756144], [-1.747234486029158, 48.104913097191954], [-1.746926564773483, 48.104903343295845], [-1.746724630956469, 48.10489583666738], [-1.746184500113533, 48.10487665546702], [-1.74549257934194, 48.10485248876804], [-1.745016016501878, 48.10484148168998], [-1.744801194321727, 48.104842089325736], [-1.744448752250285, 48.10484011552849], [-1.744132943451104, 48.104834269787446], [-1.743810439816876, 48.10483223904872], [-1.743515468653422, 48.10482317173608], [-1.743152746456527, 48.10482052058091], [-1.743124240958487, 48.10481697657954], [-1.742830751324781, 48.104766549762296], [-1.742431392307987, 48.104752346946185], [-1.742300577257139, 48.10474712351073], [-1.742082055378723, 48.10472663926115], [-1.742015836023634, 48.10471521228696], [-1.741999395831837, 48.10470881030136], [-1.741982729726715, 48.104721665592116]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-192a;65;73834;35240 - le Rheu, 35353 - Vezin-le-Coquet;;Route de Lorient : section depuis la limite d'agglomération jusqu'à la Rue des Maréchales;Circulation interdite;2025-02-24T01:00:00+01:00;2026-05-26T02:00:00+02:00;Circulation interdite;;sur voirie;Impact nul;2025-02-21T19:16:38+01:00
48.21277576037557, -1.6298162942606371;"{""coordinates"": [[[-1.630072333346427, 48.2121526333856], [-1.629859024587103, 48.21268492360562], [-1.629552218285199, 48.21339554276478]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1922;80;74460;35079 - Chevaigné;;du 9 au 17ter Rue de la Mairie;Interdiction de stationnement;2025-04-07T02:00:00+02:00;2025-06-27T02:00:00+02:00;Interdiction de stationnement;;d'aménagement de la voirie;Impact nul;2025-04-02T20:18:09+02:00
48.0989906799995, -1.687673363570673;"{""coordinates"": [[[-1.686545352600638, 48.09999191983623], [-1.686734439275105, 48.09985093263868], [-1.687094532310991, 48.099582336571196], [-1.687304914386056, 48.09940139280807], [-1.687466121812057, 48.099257669049514], [-1.687609616415169, 48.099101692618014], [-1.687801684729912, 48.09887145378066], [-1.687932309203058, 48.09869561466733], [-1.688234621074941, 48.098172464400754]], [[-1.688368450503682, 48.09819872523467], [-1.68855712706631, 48.0978703923024]], [[-1.688234621074941, 48.098172464400754], [-1.688479076237065, 48.097775395390215]], [[-1.686744602952571, 48.10000178218065], [-1.687040902494393, 48.09975318170235], [-1.687512987415808, 48.09936947026779], [-1.687774637227557, 48.09909125617112], [-1.687934066553562, 48.09889756245957], [-1.688036556609113, 48.09874696466274], [-1.688326396762683, 48.0982838429966], [-1.688368450503682, 48.09819872523467]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-191a;89;74618;35238 - Rennes;8 - Sud gare;Boulevard Georges Pompidou dans les deux sens;Interdiction de stationnement;2025-04-22T02:00:00+02:00;2025-06-27T02:00:00+02:00;Interdiction de stationnement;;de voirie effectués par les entreprises  EUROVIA / DLE / HELIOS / BOUYGUES / SPIE / MARC SA;Impact nul;2025-04-09T20:18:41+02:00
48.10920999515118, -1.7066980580776252;"{""coordinates"": [[[-1.706299694828422, 48.10907964870646], [-1.707096421326828, 48.1093403415959]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1918;2;68022;35238 - Rennes;3 - Bourg l'Evesque / La Touche / Moulin du Comte;du 74 au 78 Rue de Lorient;Mesure libre circulation;2023-12-08T01:00:00+01:00;2025-07-31T02:00:00+02:00;Mesure libre circulation;;;Impact nul;2023-12-07T19:09:54+01:00
48.12798354390527, -1.6587254581415651;"{""coordinates"": [[[-1.662526822649084, 48.12825024133058], [-1.662386005881339, 48.12824343485794]], [[-1.662368855957773, 48.128177155028105], [-1.661497141800772, 48.128115245109804], [-1.661297732617421, 48.12810073325099]], [[-1.66333308838101, 48.128237233305136], [-1.663948806690951, 48.12833481648751], [-1.664237345613475, 48.128420885151584]], [[-1.653771550461256, 48.12770994196073], [-1.652998823095001, 48.12765306334504]], [[-1.652527834995796, 48.12747877752222], [-1.65241894429137, 48.12747318014095]], [[-1.655784949907896, 48.12770080336224], [-1.654919139692961, 48.127634701181705]], [[-1.664237345613475, 48.128420885151584], [-1.663625237212593, 48.128314181827164], [-1.663321070508634, 48.12827704696714]], [[-1.654941205711272, 48.12756374001054], [-1.657532748988351, 48.127779463017276]], [[-1.661292187463846, 48.12823056136451], [-1.661389280426991, 48.12829654451302], [-1.661416147683211, 48.128350961235604], [-1.661442461046973, 48.12841274838134]], [[-1.662368855957773, 48.128177155028105], [-1.662327605951633, 48.12830717375395]], [[-1.654919139692961, 48.127634701181705], [-1.653361175593772, 48.12752348565059], [-1.652527834995796, 48.12747877752222]], [[-1.661442461046973, 48.12841274838134], [-1.661366849575475, 48.128826938085496]], [[-1.652998823095001, 48.12765306334504], [-1.652630571743701, 48.12762595537716]], [[-1.657532748988351, 48.127779463017276], [-1.658130443515514, 48.1278292072506], [-1.659299142624567, 48.127915413062055]], [[-1.661297732617421, 48.12810073325099], [-1.660881555852474, 48.12807044514381], [-1.659293864279745, 48.127957348034776]], [[-1.663321070508634, 48.12827704696714], [-1.66323672137047, 48.12826674886902], [-1.662804840139699, 48.128214019892035]], [[-1.654941205711272, 48.12756374001054], [-1.652836672471364, 48.12741306532938], [-1.652527834995796, 48.12747877752222]], [[-1.663149407092465, 48.12854719237277], [-1.663046656803092, 48.128555595048056], [-1.662972807529919, 48.128546520838725]], [[-1.65887116412938, 48.127925794995], [-1.65812212391256, 48.12787288182259], [-1.657533379728492, 48.12782776286392]], [[-1.663434846112821, 48.12848347734879], [-1.663222778390658, 48.12842638776635], [-1.662327605951633, 48.12830717375395]], [[-1.664145490363712, 48.12855226696581], [-1.663754903369427, 48.128480943246466], [-1.663418521013292, 48.1284039046404], [-1.663368253917622, 48.12837969294934], [-1.663170252260246, 48.128297043116156], [-1.662804840139699, 48.128214019892035]], [[-1.659299142624567, 48.127915413062055], [-1.662552854677079, 48.12815535000133], [-1.662970257858058, 48.128192302185994], [-1.663309030418233, 48.128233420366854], [-1.66333308838101, 48.128237233305136]], [[-1.657443138015743, 48.12798012617286], [-1.655771590324487, 48.12785713545036]], [[-1.657533379728492, 48.12782776286392], [-1.655784949907896, 48.12770080336224]], [[-1.663434846112821, 48.12848347734879], [-1.664114975641712, 48.128590068504536]], [[-1.658903318551466, 48.1280875443878], [-1.657443138015743, 48.12798012617286]], [[-1.655771590324487, 48.12785713545036], [-1.654988481653863, 48.12779950658628]], [[-1.662252458955781, 48.1284835554941], [-1.661442461046973, 48.12841274838134]], [[-1.652124368588268, 48.12788155626667], [-1.652263637401148, 48.1278651515023], [-1.652378486703789, 48.1277354344997], [-1.652630571743701, 48.12762595537716]], [[-1.662972807529919, 48.128546520838725], [-1.662252458955781, 48.1284835554941]], [[-1.662804840139699, 48.128214019892035], [-1.662677026913669, 48.12819903999274], [-1.662368855957773, 48.128177155028105]], [[-1.662327605951633, 48.12830717375395], [-1.661287404831163, 48.12822919560272], [-1.658903318551466, 48.1280875443878]], [[-1.654988481653863, 48.12779950658628], [-1.653771550461256, 48.12770994196073]], [[-1.661366849575475, 48.128826938085496], [-1.661337819093987, 48.12898596144877]], [[-1.652630571743701, 48.12762595537716], [-1.652513187196462, 48.12752202572195]], [[-1.663434846112821, 48.12848347734879], [-1.663296577397513, 48.12848765526091], [-1.663149407092465, 48.12854719237277]], [[-1.659293864279745, 48.127957348034776], [-1.65887116412938, 48.127925794995]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1914;93;74722;35238 - Rennes;5 - Maurepas / Bellangerais;Avenue de Rochester à gauche de l'entrée du parking face au 2 square Armand de la Rouerie;Interdiction de stationnement;2025-05-01T02:00:00+02:00;2026-04-03T02:00:00+02:00;Interdiction de stationnement;;déplacement de place autopartage provicoirement;Impact nul;2025-04-17T20:18:33+02:00
48.118865196048944, -1.660132316417843;"{""coordinates"": [[[-1.660182637352087, 48.11884709548708], [-1.660081995483599, 48.118883296610804]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1910;53;73433;35238 - Rennes;6 - Jeanne d'Arc / Longs Champs / Beaulieu;2 Rue Zacharie Roussin;Interdiction de stationnement;2025-02-03T01:00:00+01:00;2025-11-30T01:00:00+01:00;Interdiction de stationnement;;d'installation de chantier;Impact nul;2025-02-03T10:18:42+01:00
48.073294469553474, -1.8517414835849946;"{""coordinates"": [[[-1.850705491248626, 48.07373817731908], [-1.850796088759596, 48.07375068945193], [-1.851106534280357, 48.07374441569629], [-1.851273633326934, 48.07370489610686], [-1.851675990603296, 48.07351020923587], [-1.851536607293636, 48.073378961198095], [-1.851576724627542, 48.07335838505246], [-1.851847592634075, 48.073218729487316], [-1.85157641099712, 48.07298572206122]], [[-1.851847592634075, 48.073218729487316], [-1.852047129256323, 48.07311585139478], [-1.852095984874219, 48.07309251230841], [-1.852321627054128, 48.07298472083116], [-1.853087422206173, 48.07261016872504]], [[-1.850847223079536, 48.07361374567878], [-1.851128291661226, 48.07357420619874], [-1.851253034008126, 48.073524404773394], [-1.851536607293636, 48.073378961198095]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-190c;5;67987;35196 - Mordelles;;Rue Jeanne d'Arc;Rétrécissement temporaire de largeur de voie - PLATEFORMES;2023-12-15T01:00:00+01:00;2025-09-01T02:00:00+02:00;Rétrécissement temporaire de largeur de voie - PLATEFORMES;;;Impact nul;2023-12-04T19:09:40+01:00
48.096685693757145, -1.653050925646413;"{""coordinates"": [[[-1.652754359992391, 48.096524251743716], [-1.653347491300435, 48.09684713577057]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1907;22;71684;35238 - Rennes;7 - La Pommeraie;Rue de Vern, de la Rue Le Dantec jusqu'au 95;Neutralisation de voie;2024-09-23T02:00:00+02:00;2026-08-14T02:00:00+02:00;Neutralisation de voie;;;Impact nul;2024-09-18T20:13:37+02:00
48.14794375814831, -1.7697425429060334;"{""coordinates"": [[[-1.769611663444461, 48.14864522168342], [-1.769709971244653, 48.14842610328664], [-1.769760827879113, 48.148272952836216], [-1.769819879273788, 48.148001700797856], [-1.769857616549803, 48.14787213448534], [-1.769850804319528, 48.147757215164496], [-1.769806389861119, 48.147608014159594], [-1.769720022967053, 48.147501512869574], [-1.769581047425911, 48.14736391181378], [-1.76951488156482, 48.14731033379393]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-18fd;120;74674;35210 - Pacé;;Boulevard du Duc Jean V, de la Rue Michel Gérard jusqu'au Boulevard Patrice Dumaine de la Josserie, Rue du Père Grignon de Montfort, depuis la Résidence An Diskuiz jusqu'au Bd Duc Jean V, Boulevard Patrice Dumaine de la Josserie : rond-point Ave Brizeux jusqu'au n°32 Dumaine Josserie, Carré An Diskuiz : place et rond-point;Rétrécissement temporaire de largeur de voie - PLATEFORMES;2025-05-19T02:00:00+02:00;2025-08-26T02:00:00+02:00;Rétrécissement temporaire de largeur de voie - PLATEFORMES;;;Impact nul;2025-04-15T20:18:17+02:00
48.14665496821135, -1.7660392540360679;"{""coordinates"": [[[-1.769846479482549, 48.147100731609775], [-1.769804988258662, 48.14720835100363], [-1.769797508219718, 48.14723275898751]], [[-1.769334344361178, 48.142166758780014], [-1.769457035158596, 48.14226921201384], [-1.769587442980129, 48.142402173913034], [-1.769746288838447, 48.1426031394716], [-1.769774879585839, 48.14267278509345], [-1.76976733264027, 48.142724162576165], [-1.769814814439957, 48.142732077644006]], [[-1.770762526198352, 48.14489006710402], [-1.770701588463973, 48.14415794196261]], [[-1.770508694230339, 48.141784918235864], [-1.770534873921392, 48.14184458358457], [-1.770558968776659, 48.14213566130181]], [[-1.766395521143134, 48.14803829984711], [-1.765779463610793, 48.14810397587502]], [[-1.770558968776659, 48.14213566130181], [-1.770586000212177, 48.14257997782505], [-1.770610036118929, 48.142807419793925]], [[-1.769859117597486, 48.14259058569819], [-1.7704543288071, 48.14337815173632], [-1.770550005116144, 48.1435576997243], [-1.770578867129127, 48.14394943831443]], [[-1.7697344188848, 48.14747547574141], [-1.769645322209294, 48.147482382465206], [-1.769606720511964, 48.14743926517477], [-1.769553406116529, 48.1474144305476], [-1.769496093401808, 48.1474047567353], [-1.769436608807051, 48.14741021731116], [-1.769390009517571, 48.14742653690402], [-1.768975243087532, 48.14762078845346], [-1.768533404018345, 48.1477911100442], [-1.768141140044331, 48.14788374383492], [-1.767965800597425, 48.14791923520902], [-1.767603930170552, 48.14796666681318], [-1.766834042905607, 48.14804731130651], [-1.766763456217711, 48.148059375497205], [-1.766120983382263, 48.1481271198873], [-1.766062797990531, 48.14813790828116], [-1.765981002457184, 48.14816414603728], [-1.765928276555896, 48.14819407068583], [-1.765883613845985, 48.14823180820047], [-1.765852831376913, 48.14828947599213], [-1.765823556123716, 48.14836939513741]], [[-1.762763843327914, 48.14852042199033], [-1.762831468870325, 48.14855050037059], [-1.762874611815364, 48.14852918974523], [-1.76293050563804, 48.148503773798915], [-1.762973467581261, 48.148484308026525], [-1.763103882129834, 48.14844245061494], [-1.763211085265865, 48.1484120232595], [-1.76332989261232, 48.14839627508929], [-1.763459712026604, 48.148378923759296], [-1.763661607190605, 48.14836025714132], [-1.764129964648312, 48.14836823002722], [-1.764332836707702, 48.14835877637189]], [[-1.769655093314132, 48.147298530413025], [-1.769554122039305, 48.14728194424474], [-1.769500506028373, 48.147290593289874], [-1.769411933518606, 48.1473365724543], [-1.769032420021405, 48.14752663404968], [-1.768660079708035, 48.147672027972874], [-1.768114031930089, 48.147820538086805], [-1.767605459565895, 48.14791186216287], [-1.766997562083701, 48.14797919911218], [-1.766395521143134, 48.14803829984711]], [[-1.757644804949477, 48.14859556825334], [-1.757105771034456, 48.14839041804023], [-1.756220860683892, 48.148027565980904]], [[-1.770524244205153, 48.14607467325964], [-1.770614634728263, 48.1458992993171], [-1.77061853410261, 48.14587905224536]], [[-1.771001435646042, 48.14657242694217], [-1.771029037876584, 48.14654470524569], [-1.770952290292358, 48.14647826364676], [-1.770895444901232, 48.14640204506394], [-1.770853149044008, 48.14629836814014], [-1.770841381434046, 48.146203371637014], [-1.770853594846193, 48.14615698966646]], [[-1.77061853410261, 48.14587905224536], [-1.770664514514433, 48.14564026264447], [-1.770677618577458, 48.14549694261473], [-1.770672346833071, 48.14520065906674], [-1.770651751712207, 48.144898421794345]], [[-1.76315560005049, 48.148317016333216], [-1.762933887353502, 48.14838336109861]], [[-1.765779463610793, 48.14810397587502], [-1.764118488914744, 48.148273136816606], [-1.763636642787957, 48.14831084550433], [-1.763468755172401, 48.14831621198307], [-1.763333098974309, 48.148300282975725]], [[-1.769814814439957, 48.142732077644006], [-1.769892921550906, 48.14277740145702], [-1.769997738811839, 48.14290074732369], [-1.770331607031474, 48.143320999828816], [-1.770432228828801, 48.14346315840775], [-1.77045615208293, 48.143777514072156], [-1.770465039136411, 48.14388283877548], [-1.770471450672913, 48.14395413474195]], [[-1.770701588463973, 48.14415794196261], [-1.770669887480707, 48.143760782723945], [-1.770660985546146, 48.143526293547524]], [[-1.771001435646042, 48.14657242694217], [-1.770959043311609, 48.1466272693068]], [[-1.770579126472542, 48.145354276786925], [-1.770583735481324, 48.14558256744836], [-1.770568212814656, 48.14581382402159], [-1.770552680214955, 48.14586713757011]], [[-1.770651751712207, 48.144898421794345], [-1.770578867129127, 48.14394943831443]], [[-1.756470018850246, 48.149151542179354], [-1.756511631814106, 48.149069246294395], [-1.757190037789025, 48.149000561663335], [-1.75734689110316, 48.14898706991933], [-1.757432560455672, 48.14897371857953], [-1.757510284103907, 48.14895368911567], [-1.757597336462251, 48.14893740095801], [-1.757860523638247, 48.148910665647286], [-1.758104590624019, 48.148933410752164], [-1.758317795480725, 48.14895176997323], [-1.758444549827632, 48.14893180768529], [-1.758477518976637, 48.148924843041314]], [[-1.769406854681351, 48.142003551796144], [-1.769504341579557, 48.142130006242226]], [[-1.770470620795074, 48.146178711765124], [-1.770524244205153, 48.14607467325964]], [[-1.770556948217929, 48.14489934842961], [-1.770570953604913, 48.14514495498703], [-1.770579126472542, 48.145354276786925]], [[-1.762763843327914, 48.14852042199033], [-1.762694831679776, 48.1484958735006], [-1.76260581480408, 48.148492238283175], [-1.762482999871811, 48.148497061383225], [-1.762090963121098, 48.14853385222946], [-1.761437267355475, 48.14858946840826], [-1.760372796456161, 48.14868844159471], [-1.759833247841174, 48.148738604988736], [-1.759371003172135, 48.14879067222413], [-1.758916332699415, 48.14884188452403], [-1.758780802554055, 48.14885669971489], [-1.758477518976637, 48.148924843041314]], [[-1.770660985546146, 48.143526293547524], [-1.770458244778736, 48.14319583665274], [-1.770293226946931, 48.14297348256531], [-1.770163295973624, 48.1427934596353]], [[-1.770471450672913, 48.14395413474195], [-1.770490076227246, 48.14404517095517], [-1.770556948217929, 48.14489934842961]], [[-1.756400172032622, 48.149145631818996], [-1.756470018850246, 48.149151542179354]], [[-1.770239624687975, 48.14661302055007], [-1.77026467627985, 48.146705487441125], [-1.770380118641646, 48.14675251630231]], [[-1.770610036118929, 48.142807419793925], [-1.770631347194417, 48.14317291870025], [-1.770660985546146, 48.143526293547524]], [[-1.758440361395188, 48.14876575571014], [-1.757906766922175, 48.14865735683675]], [[-1.770381107637955, 48.14635538239434], [-1.770312536787681, 48.14648510513774]], [[-1.770239624687975, 48.14661302055007], [-1.769873390635212, 48.14703092955817], [-1.769846479482549, 48.147100731609775]], [[-1.770163295973624, 48.1427934596353], [-1.770002467584118, 48.14258717356346], [-1.769828868539811, 48.14236925146813], [-1.769745288306717, 48.1422391694461], [-1.769697354655311, 48.142154271151604], [-1.769649727477805, 48.14205880424573]], [[-1.769504341579557, 48.142130006242226], [-1.769859117597486, 48.14259058569819]], [[-1.770575912489861, 48.14171102321733], [-1.770554834922063, 48.14173685779069], [-1.770508694230339, 48.141784918235864]], [[-1.762749743044204, 48.14839820348893], [-1.762550829110841, 48.14838487939533], [-1.762423649296697, 48.148391732228085], [-1.761551728163976, 48.14850738165407], [-1.760308338556043, 48.14862586410958], [-1.758923401324026, 48.14877242988438], [-1.758723907281149, 48.148782887969986], [-1.758440361395188, 48.14876575571014]], [[-1.770312536787681, 48.14648510513774], [-1.770239624687975, 48.14661302055007]], [[-1.770853594846193, 48.14615698966646], [-1.770809023084242, 48.1456390483458], [-1.770769157695404, 48.145056625515345], [-1.770762526198352, 48.14489006710402]], [[-1.770621633236517, 48.147506527604705], [-1.770671731580109, 48.1473472923477], [-1.770745580639941, 48.147152799610815], [-1.770879719367669, 48.14675910721904], [-1.770959043311609, 48.1466272693068]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-18fb;125;74665;35210 - Pacé;;Boulevard Patrice Dumaine de la Josserie :  accès au Parking du Cimetière;Mesure libre circulation;2025-05-19T02:00:00+02:00;2025-08-26T02:00:00+02:00;Mesure libre circulation;;;Impact nul;2025-04-15T20:18:17+02:00
48.090817047112935, -1.6800493526543319;"{""coordinates"": [[[-1.678452154738784, 48.09155789353356], [-1.68164655056988, 48.09007620069231]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-18f5;177;75166;35238 - Rennes;12 - Bréquigny;Boulevard de l'Yser, du Rond-point des Forces Françaises de l'ONU jusqu'à la Rue Général Audibert voie sud;Rétrécissement temporaire de largeur de voie;2025-06-02T02:00:00+02:00;2025-08-01T02:00:00+02:00;Rétrécissement temporaire de largeur de voie;;sur réseaux ou ouvrages d'eau potable;Secteur à éviter;2025-05-21T20:20:19+02:00
